entrezgene,FDRPval_m1m2,FDRPval_m2m2a,FDRPval_m7m8,FDRPval_m8m8a,FDRPval_busted
100858057,1,1,7.68971443691476e-5,0.475030398229513,0
415876,1,1,3.27142804098592e-10,0.962057438429156,0.4553786486095543
100859230,1,1,0.0965570664403104,0.0148122138479303,0.022964440374390098
416132,1,1,0.00727171304056477,0.580826749486532,0.25245070487726107
374001,1,1,0.150668168308998,0.758011505863592,1
419513,1,1,1,1,3.112605457794956e-5
769169,1,1,1,0.419133984487893,1
416052,1,1,0.170783441247967,0.66444252765671,0.004531779667561535
415572,1,1,0,5.46028233381021e-4,7.670140546034432e-7
769357,1,1,1,1,0.24437793994312088
NA,1,1,7.82725646493085e-4,0.83932509210639,1
420084,4.84918439954205e-5,7.5351852589566e-6,0,1.9162062712256e-11,1.811539583651794e-5
100538349,1,1,1,0.907225409538926,1
101750572,1,1,7.81182823062136e-9,1.53232274820831e-5,0.3651096580003104
425378,1,1,1,1,0.03690700226553664
425758,1,1,4.45537423080938e-6,0.829101040530174,0.0393489015826141
419438,1.55779712797809e-7,2.00566458983037e-8,0,3.9110979852758e-11,0
417625,5.53253946389819e-11,5.95223870192285e-12,0,0,3.6135148641459773e-7
NA,1,1,1.58436818402434e-6,0.155169499994307,0.11557791278428561
419284,1,1,0.0155353623923626,0.780140119735093,0.08895811349688017
420504,1,1,1,1,1
100859352,1,1,1,1,1
415854,8.9747936596156e-5,1.43112992764545e-5,0,0,0
422573,1,1,3.60020790949962e-5,0.467910179648844,1
419255,1,1,1,0.352474639967002,1
100857876,1,1,1,0.106202147341149,4.30935206727727e-4
418265,1,1,0.0442406364325633,0.926842253326591,0.01421124751613007
100858730,1,1,1,0.35755456146689,1
101747924,1,1,1.64642196043528e-12,0.0676894118685965,0
771022,0.262603995006988,0.0765383144500762,1.67988564515559e-5,5.74053323298638e-4,1
422765,1,1,0,0.511631493160816,1
101752140,1,1,0.0222078553673926,1,1.3274310460700956e-7
427246,1,1,0.0136929391319546,0.470594879245998,1
396043,1,1,5.17343201267667e-13,0.604890376497628,4.249617010623431e-5
428449,1,1,0.00197675422743899,0.100126700712056,0.053474118501892084
422675,1,1,1,0.709446596390282,1
421778,1,1,1,0.129121392383459,0
416281,1,1,0.357897166372799,0.80416034615941,0.01394375386100319
100859417,1,1,0.417659776258334,1,9.874003289858383e-7
100859385,1,1,1.04578745754727e-9,0.35755456146689,0.014827410444654235
422395,1,1,2.4393391971448e-7,1,1.222372287142819e-13
416251,1,1,1,1,1
419620,1,1,0.0030975938541838,0.0792384408154128,0.08534313183793012
100857777,3.02944025495606e-9,3.54180834998335e-10,0,4.17004395840701e-11,4.328656257312338e-11
415740,1,1,0,0.315887968361037,2.1498909762582204e-6
423397,8.017208090072e-7,1.08148745141578e-7,0,9.11031185608468e-15,1.7429809007161326e-5
770095,2.97830838607812e-10,3.31038870558166e-11,0,0,0
419049,1,1,0.0514436571175307,0.982952521051272,0.7482852358035312
417896,0.104593618704928,0.0269742571663149,0,6.21975196989373e-4,0.20005853939266627
424559,0,0,0,0,0.11400192261973809
416223,0,0,0,0,0
415589,3.60886657744485e-15,0,0,0,2.4452543027702072e-12
100859316,0.022444606640669,0.0049642085517538,0,1.92331239534304e-6,2.661423421165265e-4
101747413,1,1,1,1,1.3164717321953994e-5
421462,1,1,9.30683763401163e-15,5.02865662457562e-4,0
419508,0,0,0,0,0.3364431973714911
426301,1,1,1,1,1
423718,1,1,0,1,1
395937,1,1,1,1,0.7814449073611284
419059,1,1,0,0,6.472059003039164e-9
395667,7.49813293411578e-5,1.18658708987885e-5,0,7.079899725533e-6,0
101749209,0.0523349985465924,0.0125298080708122,6.26399865818052e-9,7.42904185981584e-5,0.22398118091413416
101748153,1,1,0,0.55965359446832,0.09452919513810229
421433,1,1,0.00762183068382642,0.0760547545535364,0.1196883505299711
374211,1,1,1,1,0.0026243783804753918
424466,1,1,0.00438650232952763,0.474644423173299,0
100859053,1,1,0.0071692791118554,1,1.8301109793650466e-10
425940,1,1,1.03714511936884e-5,1,0.1765467339187718
100859653,1,1,0.00130901901846805,0.187225656600502,9.911549130827092e-10
423633,0.0586692597540925,0.01421171092846,7.18323240040847e-16,1.94170348866988e-4,0.0023373459795201623
422408,1,1,1,0.929885505209819,1
427367,1,1,1.9939113615106e-14,3.82340854575819e-5,0.2929763683409563
417282,1,1,1.28065808214955e-8,1.25069361833146e-7,4.35969670101982e-4
100857811,1,1,1,0.00467260551023104,1.7603596873342432e-4
395662,1,1,1,0.343043876871224,9.240785430552597e-12
421673,1,1,3.89988915498907e-8,0.241480415837642,7.08774136064366e-5
769066,1,1,1,1,0.04713203664677351
416875,1,1,1.72135007890289e-8,1,2.1420800038353575e-11
425126,1,1,1,1,3.938255911823903e-5
777580,1,1,1,0.0525087653486189,0.004336396033196821
419638,1,1,0.0331247414614702,0.44142841011901,2.826615614171058e-4
419906,1,1,1,0.136340979619826,0
NA,1,1,0.00349317413532749,0.00143631092845566,0.0020137336907842356
426452,1,1,0,0.685521579830836,1.2231249080285889e-9
431295,1,1,1.54526738327709e-4,0.750812134938254,1
427967,0,0,0,0,4.1213775301841946e-7
101750531,1,1,1.55287307700998e-5,0.175410784928924,0
429133,1,1,1.13541381798173e-6,0.00903812947703956,0.3544904007124306
NA,1,1,1,1,0.20057739083561804
422899,0,0,0,0,0
427443,1,1,4.56138852637348e-14,1,0
396182,1,1,1,0.812296485806675,1
419481,1,1,0,0.136522573254233,0
395655,1,1,3.43356928270349e-15,0.00263322464596628,0
768427,1,1,2.33940126817242e-4,0.118218768628141,0.7027337055788069
420941,0.0516373987499095,0.0123455695093254,3.40026625638827e-9,1.27411162055925e-4,4.981001526731159e-13
427463,1,1,1,1,0.14053699048029303
427395,1,1,0.0092388755992834,0.974347281930789,0
395620,1,1,1,1,1
420890,1,1,3.80625205925317e-6,0.717001467711282,1.7668270573231512e-4
419910,1,1,0,2.09635286853927e-6,0
396075,0.656779143031279,0.226371693241393,4.01409246188989e-6,0.00809129046312017,0.018900606230886925
NA,3.01451845941576e-12,3.07143582598076e-13,0,0,0
417882,0,0,0,0,0
418106,1,1,7.10476313639145e-4,0.192857927920727,0
100858580,1,1,1,1,1
423220,0,0,0,0,0
421633,9.59840504166286e-10,1.09277422531256e-10,0,0,0.003744247601668476
426646,1,1,0.179301242062825,1,9.23702140793792e-8
769506,1,1,0,0.208703484797293,2.845370614422687e-5
396309,1,1,0,1.22419173633228e-13,0
416765,1,1,3.11985881909444e-5,0.565671435462347,0.0673273662997957
424785,1,1,3.23360134495026e-12,0.545918649097859,0
419143,1,1,1,0.454315672810653,1
422327,1,1,1,1,0.0040933232852163265
418655,0.278839305881356,0.0820266962497311,6.07487455978186e-8,0.00121874691378814,4.766704587194599e-16
NA,1,1,1,0.31456958423453,2.1176388992474451e-10
421242,1.04306118351384e-7,1.32887359054515e-8,0,0,0
423932,1,1,6.41149918611345e-10,0.124231666444951,0
420728,0,0,0,0,0
100859407,0.137310499942745,0.0365792545736396,0,0.568326887322271,0
396259,1,1,8.76690353057584e-4,0.799119457623559,2.8051561743966244e-8
NA,0.193828120545731,0.0540448446042375,1.9221561951773e-7,6.34177917056612e-4,3.35307233584068e-8
771374,1,1,0.00501054869897763,0.113925524381405,0.002353129808238978
422768,0,0,0,0,0
NA,1,1,1,1,2.8960222235038742e-11
422196,1,1,5.72366411401939e-7,0.654445143984242,0
396492,1,1,1,1.10587335128526e-4,1
771038,1,1,1,0.166013819202513,0.0012011559211678974
419133,1,1,0,0.494106553390602,1
422914,1,1,1,1,0.017460336292290664
416142,1,1,1,0.895377132582505,0.6449265134519655
428151,1,1,0.658673011600873,0.00940716736854578,0
429128,1,1,6.67951892836442e-5,0.341435486850333,0
771902,1,1,0.913061984208986,0.207231133433353,0
776173,1,1,0.0110175441808182,0.706007064778092,0
420261,1,0.500224130450138,0.00730363351304729,0.0131899765860954,1
419052,1,1,1.58305471607124e-6,0.80868264373727,0.005879325914697172
424109,1,1,0.00346699219861855,0.41287889344158,0.0015530270325083465
422605,1,1,1.89721078863458e-5,0.177570243276228,0.43288055062023756
423160,1,1,1,1,1
424505,1,1,0.10835581165209,0.931813638495831,1
416370,0.0460730827309998,0.0108909668696358,6.97502770413474e-9,0.00896731487130871,0.4152175699464096
101749333,1,1,1,0.289739001466944,0.053679575620991155
100857984,1,1,1,1,0.5378094327023726
424955,0,0,0,0,0
416998,1,1,0.497944460671951,1,3.813903752285921e-9
422425,1,1,1.34442664847532e-5,1,1.5105822036542539e-6
415957,0.195326357917671,0.0545326300109748,0,2.03064157244148e-4,0.001314951635849951
415619,1,1,0,0.0047857636094313,0
427832,1,1,1,1,0.006086636784947046
421472,1,1,0.00138199580778077,1,4.887109384514844e-6
417640,1,1,6.79616601278861e-6,0.0902824066235139,0
423097,1,1,1,1,0.23980077973265226
423888,1,1,0.0215224524347354,0.176588605739361,1
554218,1.22621537975758e-5,1.808244937695e-6,2.09587989567597e-15,2.52758506475523e-12,0
NA,1,1,1,0.845349454417558,1
100858064,0.342190799420789,0.104111304910946,6.64024567830449e-5,5.33875505720822e-4,0
421604,1,1,1,1,1
374134,1,1,0.00848750523774959,0.203355916189123,1.5433629436093082e-4
775985,0.00154021894533859,2.8259761543638e-4,4.18441426799551e-13,1.69276275713144e-7,0
423346,1,1,1,1,1
100858942,1,1,1,1,0.9529403442841307
421945,0.263548439148043,0.076855648264915,8.118656468725e-9,4.90830075192101e-6,0
418246,6.64852630174092e-4,1.16428289321895e-4,5.09045370842967e-12,2.43990923732423e-9,3.126707570740803e-11
422053,1,1,1,1,6.377767257860268e-8
396538,1,1,0.00567011982023122,1,0
421998,1,1,5.67800158115432e-5,1,0
415834,1,1,0.242711397792939,0.655587639048718,9.96505038977568e-5
425034,0.0349389784256112,0.00804320881612412,4.41486034722031e-11,2.45685704335156e-6,0
770140,1,1,4.06480127178105e-7,0.0325183235739159,0.1817287873172814
100858555,1,1,1,0.567029017599814,1
395810,1,1,3.7775850508362e-13,0.587159035402751,0.22137710800605417
100858235,1,1,1.9760586859521e-6,1.21610210763257e-4,0
431090,1,1,1,4.83104742710707e-4,1
374018,1,1,1,0.667948126327918,0.4948605169089342
422878,0.00569171213601972,0.00113392994794168,0,0.0280930946126423,3.1607736526162363e-7
768735,1,1,0.0142070714043581,0.0868632268106374,0
418144,1,1,0,0.124624238564902,0
420380,1,1,3.3558501072404e-13,1,0
422204,1,1,0,0.0728977612466529,0
396333,1,1,1,1,1
373904,0.00257015598551417,4.86124534106774e-4,6.97502770413474e-9,1.0046587316651e-6,0
426622,1,1,1,0.89355716682699,1
378916,1,1,1,0.209003373797501,0.0015501720933021553
769515,1,1,1,1,1
422330,1,1,1,0.559293645232066,0.931379401135283
423286,5.29811429195255e-7,7.05936766512353e-8,0,2.07524680997273e-14,0
402783,1,1,1,0.275486734290019,1
425774,1,1,1,0.718121666387577,0
101752065,1,1,0.0010127484637456,1,0.5834546553360246
418534,1.94271357438803e-8,2.37198776712198e-9,0,3.13596161880301e-15,1.363349133232478e-5
415772,0.0674678157401983,0.0165764230756777,2.06197975953708e-13,8.56160297710669e-6,0
427597,1,1,7.86149478237003e-11,0.0277318793437479,0
418750,1,1,1.14229510603397e-5,0.689287334382016,1.3954618978177924e-4
417124,1,1,0.19067823666423,1,1
418482,1,1,1.25107964307114e-14,0.221556011517696,0
427233,1,1,0,5.39109783372231e-13,0
424941,1,1,1,1,1
419702,1,1,3.43356928270349e-15,0.541802041596709,0.6078790123277477
101749042,1,1,1,0.96737327761417,1
101748919,1,1,1.13043250175634e-4,0.0330598884169237,6.634868453288534e-9
430674,1,1,2.02868039865631e-8,0.325528339817939,0
423593,0,0,0,0,0
396187,1,1,1.23746935690804e-11,0.00486826019100115,0
395865,1,1,0.0957858291944214,1,1.6099052605608005e-14
425544,1,1,2.84069367881743e-10,0.368502062857336,1
423162,1,1,1.4387536619278e-14,1,1.2329064002068263e-5
NA,1,1,0.0231135826232616,1,1
424705,1,1,0,1.12982846008798e-8,0
430628,1,1,0.989661860403967,0.126800171226097,0.007728279856599334
419400,0,0,0,0,0
421625,0.0100212005741581,0.00207763632063494,2.42512335586135e-12,2.66089661770946e-5,0
421436,1,1,2.35813020151307e-9,0.00126913944228896,1.6240575062761023e-9
421368,1,1,8.36909330648403e-5,0.47718226996085,1
417397,1,1,6.92646924560063e-8,0.248309708603358,0.9912844771022776
101750894,1,1,1.56832392829481e-5,0.0127708110382753,1
427996,1,1,1.13043250175634e-4,0.410684290080505,1.9728883256572293e-4
415607,1,1,7.18323240040847e-16,1,0
418775,1,1,0.00308734275190676,0.721925196211632,0.23534634354196632
418183,1,1,0.00360436173141264,0.3818419545493,0
419932,1,1,1,0.8220692457893,1
374196,1,1,1,1,0.002474705551126651
770766,2.87718932221343e-6,4.03807759451952e-7,0,6.69796165682798e-12,0
423885,1,1,2.53030831822403e-6,0.848284462127234,0
418094,1,1,1,1,1.5810816076833669e-13
427336,1,1,7.18323240040847e-16,0.71196511062707,0
NA,1,1,0.218268294392708,0.568010765483269,0
100859318,1,1,0.121559739969995,1,0.1301417460714731
772041,1,1,3.78517036382123e-8,0.114341419049776,0.9950807674495458
101749776,1,1,1,1,0.7856686477707254
396011,1,1,1,0.00218236426296433,0
423257,1,1,1,1,1
415354,1,1,0.212019434116936,0.516153943456957,0.4018698835356544
426442,1,1,0.243796690501887,0.760497206367195,0.6429355026280589
422611,1,1,0.0320854796139276,1,0.024467750295173514
424499,1,1,1,1,0.6006364541999039
418267,1,1,0.00279088050838865,0.48220525063088,0.2118826111703626
419596,1,1,0.00740528482906858,0.533179761430975,0.002630801255419543
427186,1,1,1,0.892775039192039,1
421478,1,1,2.40259684085186e-6,0.514973947843515,0.4547987412359886
NA,3.8696607082862e-9,4.54936827723922e-10,0,1.59605207708901e-15,0
419083,1,1,2.74966858683282e-9,1,0
101748094,1,1,7.27126625458852e-8,0.00703931123175964,0
418933,1,1,1,0.151821086395158,1
424671,0.251853580236087,0.0729100585198442,1.69739201681644e-10,0.0374717861423788,0.01871829650651472
769754,1,1,1,1,1
414871,1,1,2.07677924223509e-7,1,0
100216000,1,1,1,0.270451949279793,0.1657877822282936
418751,1,1,6.59775886366528e-8,0.0743728241834502,0
424761,1,1,0.0253703623974553,1,0.8884298269655742
415801,1,1,0.0864915794335907,0.736207710275707,7.381863941573457e-11
422748,1,1,0.00149249562087053,0.128904209474175,1
418145,1,1,3.66910313212533e-10,0.0869808906051753,2.1081022469348272e-14
448833,1,1,1,1,1
101750777,0.00614207068388155,0.0012302116127419,4.09102935398467e-15,0.00535924674966435,1.4929470501350614e-6
416605,1,1,4.45145540124367e-12,0.742795295969592,1
417766,0.245076342022488,0.0706525209607434,0,0.728852142172528,0
426718,1,1,0.0187894582933576,0.410676603695104,2.1503068767964994e-9
395393,1,1,1,0.666027521922981,6.409288856762639e-8
101747588,1,1,1.62807149186668e-8,0.445907884019718,9.602224278833366e-8
100859902,1,1,3.94024477057643e-5,0.871446954233587,0.34136048107948014
374159,1,1,0,0.463406200351158,0
420490,1,1,1.25125549993919e-4,0.861955762480025,0.11580510988612824
424390,1,0.813285058252853,1.91651105954424e-4,0.520836515433621,0.003818230239473145
NA,1,1,0.252789935369255,1,0.05268641533077924
396302,1,1,1,1,0.8388872524399174
420745,1,1,3.46786166037971e-7,0.420211629141334,7.785570563300543e-11
426798,1,1,0.0811764086598034,0.819769228200694,1.7515393415735043e-4
417839,1.93680111493838e-7,2.50854630490476e-8,0,1.59605207708901e-15,0
419980,1,1,2.74905067168738e-10,0.414237080621037,0.8676624533106818
396336,1,1,8.28718408296745e-5,0.955649556955708,1
419075,1,1,0.0127179620677424,1,5.95363327510421e-4
396390,1,1,0.718195516248926,0.701468749815098,0.9102039481885582
NA,0.417552101165397,0.131410294316069,2.09587989567597e-15,0.0011967837598019,7.43934220364626e-6
424356,1,1,1,1,9.475477329804981e-16
421408,2.06388662011287e-4,3.41390546292702e-5,9.95041810194728e-15,2.08553333079719e-8,0
418228,1,1,1.9760586859521e-6,0.662534669094671,0
415584,1,1,2.49722710664965e-8,0.137840208617493,2.6232622194043708e-6
NA,1,1,1,0.660587738453096,1.1621939089795428e-5
374233,1,1,1,1,0.003909650750924576
419452,1,1,0.0145941404139607,0.640824487856182,0
396085,1,1,1.9939113615106e-14,1,1
770841,1,1,1.89100840897623e-6,0.00761165940014963,1
100858976,1,1,1,0.835089614239381,1
395707,1,1,0,0.00588561006175091,1
419227,1,1,4.43675600527056e-9,0.721842675662193,0.22889178054143122
419516,1,1,4.74965588355189e-10,3.09359699318322e-6,0
395457,1,1,2.69227898708298e-6,0.0279046755314534,6.25530867292783e-5
429786,1,1,0.101385348444651,0.87468605616059,0.0012120062183738674
396323,1,1,0.463977335149141,1,0.9371643303136726
423908,1,1,0,1,0
100858801,1,1,1,0.587335237281805,0.021268532119460108
101747832,1,1,7.71801651880214e-4,0.248524747617815,1.810422565244091e-8
426419,1,1,1.29875776274451e-11,1,3.2587381355687487e-10
101751744,0.0387197547542714,0.00900295350500321,5.41038262704654e-15,4.04924693742354e-6,1
395242,2.45416082356201e-4,4.09199730461013e-5,4.88199907382132e-13,9.54223781472289e-11,9.86840571466801e-12
420616,1,1,0.00443758579391669,0.0699218843977962,1.2539231594073293e-5
427435,0,0,0,0,0
419234,1.2501846461677e-5,1.84492318805375e-6,0,3.8177565683969e-14,0
395174,1,1,0.00374834790818525,1,0
428227,1,1,1,0.445384751034983,0.31985795119524546
420729,1,1,2.28209897316584e-11,1.83779977583041e-4,0
396340,0,0,0,0,0
431640,1,1,0,7.51323565144562e-5,0
428247,1,1,4.06523823288928e-10,0.616674017761141,0
418757,1,1,5.40910278055857e-14,1.30869854582985e-5,4.766704587194599e-16
422901,1,1,0.0192422645465952,0.591659298091006,6.562370771079499e-8
396177,1,1,0.0134329571717201,0.110517143356458,1
416642,1,1,0.012132110441817,0.673797418123307,1
770162,1,1,0.0508525732753057,0.778353682839217,0.0021113156196809887
416113,1,1,1,0.144056572915057,0
416095,1,1,1,0.344383664403413,3.7739802453012883e-4
770439,1,1,0.342968978187503,0.512391024869621,7.625117868467401e-7
417044,1,1,1,1,5.815469318835269e-8
395113,1,1,1,0.368871630293236,0
395373,1,1,0,1,0.6407368812014167
771101,1,1,0.0401996111491735,0.371960701648867,1
421618,0,0,0,0,0
395754,1,1,1,0.396167857550967,1
101748084,3.14738444912167e-5,4.80810982626196e-6,0,2.21117714781446e-11,6.188721140492565e-11
374199,1,0.627187921984326,3.09897891430387e-14,0.0155709292942399,5.783877171204365e-9
417636,3.72667197422801e-4,6.33906185484922e-5,0,1.41720515139879e-10,0
776517,0.545211952922742,0.180793616081492,5.39548311858982e-6,0.00937366116797987,1
429164,0.542280949332357,0.17961057110445,3.12111447797747e-12,1,0.6399349649992053
418731,1,1,0.565523009997709,1,0
419158,1,1,0,0.311797378959363,0.2890446801642933
101751681,1,1,1,0.833533261615759,2.3620035878512118e-6
423864,1,1,1,0.585552740200442,1
395478,1,0.494145096151714,1.38729036029787e-7,1,0
415784,1,1,1.62905096025446e-7,0.744483043890642,0
426995,1,1,4.35571216752298e-4,0.319216783121331,0
418503,1,1,1,1,0.44294496514494724
416752,1,1,5.0279163139846e-12,0.138497049969865,0
776286,1,1,7.36990370700725e-9,0.0942646894699321,1
NA,1,1,0.0889439153928298,0.410203026005293,0.0015048160049851839
424001,1,1,1.28783532906564e-10,0.00184568864864981,0
395285,1,1,1,0.950117780908513,0.06679164613052334
424524,0,0,0,0,0
420972,0,0,0,0,0
419554,1,1,0.159078933785635,0.293758120781446,0
101752024,1,1,6.02791080791636e-6,0.303561581504327,0.2809328300229576
NA,0,0,0,0,0
101748775,1,1,0.0074369318713314,0.145036887873809,4.0557729971322366e-5
426232,1,1,4.85052983217122e-8,0.892242479400185,0.02322189536721036
415880,1,1,0.179693963243154,0.610547879533721,0
NA,1,1,1,1,2.8293399605218458e-5
100857413,0,0,0,0,0
427310,1,1,4.58897034789347e-5,0.272338269719966,1
777518,1,1,1,0.00818959623014269,5.440459788884512e-10
425587,1,1,0.230543590077485,0.80416034615941,0
414743,1,1,1,0.825090950209935,1
100859234,1,1,1.36226254708429e-7,1.71605791470748e-6,0.3741959477700557
422714,1,1,0.00499619319492825,0.00862712916799445,1
100857513,1,1,1,0.142852584932371,1
421812,1,1,1,0.754524372383987,1
427291,0.508841845503753,0.16634269645454,1.4593115589285e-4,0.203355916189123,0
418661,1,1,0.00369713892906049,0.916078633964766,0.9788773101002151
100858094,1,1,0.0146851386771227,0.234448638112121,2.0225273290127305e-8
100858808,1,1,3.48608271280746e-4,0.596335728414229,0.45081069610972246
101747573,0.429988593179944,0.136038630181626,4.91589220310955e-10,8.25681904753513e-4,0
420404,1,1,1.00171377582481e-7,0.887373400657631,0
427196,0.333437521937041,0.100983360575401,0,0.00495652380348303,2.198951022493707e-14
426411,1,1,1,0.39761623096902,1
415593,1,1,0,2.11150708085822e-12,0
427515,1,1,3.31678616977073e-10,0.872209550929864,1
419921,1,1,1,0.913665141714292,0.016817671968390062
427388,0.463788901500553,0.148822641680277,1.19402486592622e-4,8.0264236771322e-4,8.894713470660892e-5
769832,1,1,1,1,0.559152141810666
100858589,1,1,1,0.588701155417074,0.017346806556539057
428888,4.56023966049967e-5,7.06812430215741e-6,0,0,0
418256,1,0.69467044069313,0.00900303906462058,0.0268426269953653,0.001565089566177284
374089,1,1,1,1,0.18631852346938893
419014,1,1,1.11369858138314e-4,0.0150531083330116,6.176676265947262e-5
424851,1,1,1.55790241881129e-9,0.522442977907692,1
423873,1,1,1,1,0.6321063097165095
100859193,1,1,0.529239116818956,0.518317952933462,7.775203766247625e-7
416602,1,1,0,0.0696734501473541,1.6601089027007719e-4
427227,5.16302505268821e-5,8.04385940853716e-6,0,0,0
100857286,0.504068440506338,0.164479018509797,3.56429797313465e-9,0.254452318535906,0
428757,7.6774609963365e-4,1.35487351922276e-4,0,4.29427466107432e-9,7.639262261516586e-14
396404,1,1,0,1,1
395184,1,1,5.41038262704654e-15,0.127682488801819,1
430370,1,1,1,0.271396972717952,0.2166846150917821
101750365,1,1,1,1,0.5113513391972815
NA,1,1,1,1,0.022729712014343723
421652,1,1,0.0995651165458515,0.517267329493389,0.4319647980617399
395755,0,0,0,0,0
771539,1,1,0.0224080111017163,0.447664484255387,1
777583,1,1,1,0.247705623318878,0.36727549967612483
427507,7.24646561780842e-13,7.20385289882259e-14,0,0,0
419361,1,1,1,0.131348125488208,0
415794,1,1,0.275199878358352,0.621980942028693,8.774847219702895e-8
425026,1,1,0.00144300369581143,0.545317048574645,1
416887,1,1,1,0.389515754126663,4.986360228021647e-6
428878,1,1,0.0162443363457892,1,1
416049,1,1,8.09717062606878e-6,0.295222703686136,0.9387796733317525
420578,1,1,1,1,0.012404949630605323
427334,2.18122324006707e-5,3.28537286307503e-6,0,5.3635506153883e-14,1.67740648784319e-12
415923,1,1,0,0.121060875061013,0
100857877,1,1,1.35113180864825e-13,0.53736774878605,0
769972,1,1,1.75640282731232e-8,0.0862728919768992,0
426430,1,1,0,0.409053672018753,3.3562729675559715e-11
423567,1,1,2.37021389120471e-11,0.857429648813748,7.040992989888674e-4
420549,1,1,1,0.487974542320238,8.43214883495667e-5
421716,1,1,0.0359460231584711,0.0655444846816997,1
769693,1,1,3.86620605115006e-4,1,0.004571736976335429
418856,1,1,4.30227830298658e-7,1,9.254054825436394e-15
419089,3.7515066044945e-6,5.31108923305063e-7,0,6.22712992282004e-12,0
414897,1,1,3.70775178923908e-11,1,0
396437,1,1,0.00185457989527416,0.911032611318584,0.014507991700438002
424110,1,1,2.17454697236135e-14,0.457184823352889,0
415679,1,0.529778731713181,1,0.353868865998655,1
425975,1,1,1,1,7.185748654723487e-5
423407,1,1,2.72421097438432e-6,0.791563026189973,0
NA,1,1,1,1,0
418255,1,1,1,0.683002556983582,3.734521158892004e-8
101751695,1,1,1.65096467527194e-10,9.10491000022257e-4,0
100857803,1,1,0.208023329946197,1,5.330579029290019e-4
419142,1,1,1,1,1
395245,1,1,1,1,NA
423871,1,1,0.809688927828632,1,1
NA,1,1,1.97675474346075e-4,0.0232377095880452,1
NA,1,1,1.26727333209121e-6,0.531458403055099,0.8831878328130358
416531,1,1,0.298498889785551,0.256672931991289,0
422052,1,1,4.39902478411737e-10,0.643240420607388,0.008514253888990589
420620,1,1,9.05796154934161e-8,3.43573714906457e-4,1
423300,1,0.829718535646279,0.0226449205210683,0.193004073253364,0
417809,1,1,0.0270292100220365,1,0.9919547475425994
422289,1,1,6.7917426820479e-14,1,2.279671203796957e-4
421185,1,1,8.52036514048743e-5,0.685991354003647,0
415376,4.57129011139044e-13,4.57946639044955e-14,0,0,0
416842,1,1,1.44383089560273e-10,1,6.526531765198147e-11
430563,1,1,1,1,5.629333930900678e-9
100859598,1,1,0,2.81265849509031e-6,0.008111137329510305
416834,1,1,0,0.101305551276626,0
417291,0.0105671534995267,0.00219969447671898,1.30781705735067e-12,8.55491015824947e-4,1.1241378396503978e-5
424371,1,1,0.143834584078055,0.171582634190164,5.5510167361854276e-5
429269,1,1,0.0141090609986343,1,1
395248,1,1,1,2.65618655620384e-4,0
395597,1,1,1,1,1
426183,1,1,1,0.296873092704011,0.003426076221480586
395270,0.00181465822371707,3.36113686579691e-4,1.48070089055651e-13,1.48970185294853e-9,0
419488,1,1,4.618551555191e-8,0.667512244462089,1.3930879144053446e-10
422428,1,1,3.90325510182539e-5,1,0
420774,1,0.651306503764276,2.8108572435809e-10,0.0785795583690353,0
417177,1,1,0,1.09898973964876e-5,0
770350,1,1,0.0890138884709718,1,0
426276,1,1,1,1,0
427269,1,1,1,0.917192177552705,1
419557,1,1,5.50691890459282e-4,0.962338440644157,0.6323600376626105
100859241,1,1,0.075475992041974,0.306517218579825,1.9835816356478936e-5
101747801,1,1,1,1,0.0028608311480044467
429059,1,1,0.00117923444808845,1,1
419033,0,0,0,0,0
417133,0,0,0,0,0
428208,1,1,0.0566957316017771,0.343043876871224,0
101749942,0.166186693824723,0.045372601950501,1.59298249384793e-4,0.0147267578016997,0.002612622242122493
776269,0.0336322950506775,0.00771519046909278,4.73609393464799e-5,2.11978502011567e-5,3.7079639147233145e-8
427549,1,1,0.883992831591869,1,7.328227112172008e-6
427900,5.79057128952962e-4,1.00685945083204e-4,0,4.0904253004526e-9,0
374003,3.87634461759609e-11,4.14390185338559e-12,0,0,0
395272,1,1,1.79867265964902e-12,0.787630427834285,0
374116,1,1,2.71098979891013e-4,1,3.349888093897618e-10
427531,0.033415259986644,0.0076557909010787,1.07934428218265e-10,3.60183320683409e-4,6.379557342920867e-4
421660,1,1,1,1,1
101751027,1,1,1.45651739520418e-7,0.0189396750802687,0
416978,1,1,1,1,0.055027178376667416
421137,1,1,1.43461096313996e-8,0.0136572631613178,0
423468,1,1,8.35325391092781e-11,0.0114965291002108,0
769368,1,1,0.0695857086135084,0.467486012794137,1
421395,1,1,0.0135071776828232,0.324753527783698,0.544227842148666
427231,4.64052594232223e-13,4.57946639044955e-14,0,0,0
374079,3.60886657744485e-15,0,0,0,0
417628,0.695472854951161,0.242936076535694,1.3554153963784e-9,0.0145000680642449,0
416074,1,1,0.0347203012198201,0.259338226598075,0
769291,1,1,1,0.0865822186199471,0.41336348862604183
554217,0,0,0,0,0.5697518790548819
421611,1,1,0.403389270543019,1,0.36682323624962915
424604,7.67651128769308e-5,1.2160203607474e-5,0,2.12140193433438e-10,5.5915772362290467e-5
NA,0.0384366698447836,0.00893037937002495,3.71104276739035e-7,3.54428409110973e-5,3.5208020328314184e-4
426060,1,1,0.433065226717869,1,1
422518,1,1,1.33024748492745e-4,0.00136912288761322,0
420839,0.542691599097269,0.179781714787082,4.05385395532592e-6,0.0010968583452962,0
